"","uniqueLoc","lon","lat","type","loctype","address","north","south","east","west","locality","administrative_area_level_1","country","street_number","route"
"1692","Mason, Washington",-123.18309,47.35048,"null","approximate","Mason, Washington",47.6304016113,47.0540275574,-122.780029297,-123.523406982,NA,NA,"USA",NA,NA
"1693","Okanogan, Washington",-119.58339,48.36126,"locality","rooftop","Okanogan, Washington",48.36226,48.36026,-119.58239,-119.58439,"Okanogan","WA","United States",NA,NA
"1694","Pierce, Washington",-122.13735,47.03764,"null","approximate","Pierce, Washington",47.4216651916,46.6697006226,-121.376609802,-122.845001221,NA,NA,"USA",NA,NA
"1695","Skagit, Washington",-121.80227,48.48215,"null","approximate","Skagit, Washington",48.6701660156,48.2653465271,-120.691505432,-122.754859924,NA,NA,"USA",NA,NA
"1696","Skamania, Washington",-122.041751,45.61734,"locality","rooftop","Skamania, Washington",45.61834,45.61634,-122.040751,-122.042751,"Stevenson","WA","United States",NA,NA
"1697","Snohomish, Washington",-122.014722,47.954558,"locality","rooftop","Snohomish, Washington",47.955558,47.953558,-122.013722,-122.015722,"Snohomish","WA","United States",NA,NA
"1698","Spokane, Washington",-117.435997,47.66264,"locality","rooftop","Spokane, Washington",47.66364,47.66164,-117.434997,-117.436997,"Spokane","WA","United States",NA,NA
"1699","Stevens, Washington",-122.238594,45.645012,"street_address","rooftop","Stevens, Washington",45.646012,45.644012,-122.237594,-122.239594,"Washougal","WA","United States","2","Stevens Rd"
"1700","Thurston, Washington",-122.83208,46.9295,"null","approximate","Thurston, Washington",47.2113456726,46.7354774475,-122.442359924,-123.202056885,NA,NA,"USA",NA,NA
"1701","Walla Walla, Washington",-118.291407,46.1341,"locality","rooftop","Walla Walla, Washington",46.1351,46.1331,-118.290407,-118.292407,"Walla Walla","WA","United States",NA,NA
"1702","Whatcom, Washington",-121.87283,48.82974,"null","approximate","Whatcom, Washington",49.364490509,48.4093475342,-120.619239807,-123.390281677,NA,NA,"USA",NA,NA
"1703","Yakima, Washington",-120.406039,46.722625,"locality","rooftop","Yakima, Washington",46.723625,46.721625,-120.405039,-120.407039,"Yakima","WA","United States",NA,NA
"1704","Adams, Wisconsin",-89.827509,43.892066,"locality","rooftop","Adams, Wisconsin",43.893066,43.891066,-89.826509,-89.828509,"Adams","WI","United States",NA,NA
"1705","Ashland, Wisconsin",-90.738773,46.558577,"locality","rooftop","Ashland, Wisconsin",46.559577,46.557577,-90.737773,-90.739773,"Ashland","WI","United States",NA,NA
"1706","Brown, Wisconsin",-89.834732,44.407423,"street_address","rooftop","Brown, Wisconsin",44.408423,44.406423,-89.833732,-89.835732,"Wisconsin Rapids","WI","United States","601","Brown St"
"1707","Burnett, Wisconsin",-88.73346,43.517272,"locality","rooftop","Burnett, Wisconsin",43.518272,43.516272,-88.73246,-88.73446,"Burnett","WI","United States",NA,NA
"1708","Calumet, Wisconsin",-89.629536,44.863543,"street_address","rooftop","Calumet, Wisconsin",44.864543,44.862543,-89.628536,-89.630536,"Mosinee","WI","United States","10350","Calumet St"
"1709","Chippewa, Wisconsin",-89.529006,44.479935,"street_address","rooftop","Chippewa, Wisconsin",44.480935,44.478935,-89.528006,-89.530006,"Plover","WI","United States","901","Chippewa Dr"
"1710","Columbia, Wisconsin",-89.494872,43.56041,"street_address","rooftop","Columbia, Wisconsin",43.56141,43.55941,-89.493872,-89.495872,"Portage","WI","United States","2701","Columbia Dr"
"1711","Dane, Wisconsin",-89.523346,43.239966,"locality","rooftop","Dane, Wisconsin",43.240966,43.238966,-89.522346,-89.524346,"Dane","WI","United States",NA,NA
"1712","Douglas, Wisconsin",-89.695332,45.180946,"street_address","rooftop","Douglas, Wisconsin",45.181946,45.179946,-89.694332,-89.696332,"Merrill","WI","United States","201","Douglas St"
"1713","Dunn, Wisconsin",-89.498061,43.25044,"street_address","rooftop","Dunn, Wisconsin",43.25144,43.24944,-89.497061,-89.499061,"Dane","WI","United States","101","Dane St"
"1714","Eau Claire, Wisconsin",-89.77096,43.62748,"locality","rooftop","Eau Claire, Wisconsin",43.62848,43.62648,-89.76996,-89.77196,"Wisconsin Dells","WI","United States",NA,NA
"1715","Fond du Lac, Wisconsin",-89.77096,43.62748,"locality","rooftop","Fond du Lac, Wisconsin",43.62848,43.62648,-89.76996,-89.77196,"Wisconsin Dells","WI","United States",NA,NA
"1716","Grant, Wisconsin",-89.687846,44.373507,"street_address","rooftop","Grant, Wisconsin",44.374507,44.372507,-89.686846,-89.688846,"Wisconsin Rapids","WI","United States","10001","Grant St"
"1717","Green Lake, Wisconsin",-89.77096,43.62748,"locality","rooftop","Green Lake, Wisconsin",43.62848,43.62648,-89.76996,-89.77196,"Wisconsin Dells","WI","United States",NA,NA
"1718","Iron, Wisconsin",-90.182749,46.448079,"street_address","rooftop","Iron, Wisconsin",46.449079,46.447079,-90.181749,-90.183749,"Hurley","WI","United States","200","Iron St"
"1719","Jefferson, Wisconsin",-88.759793,42.993502,"locality","rooftop","Jefferson, Wisconsin",42.994502,42.992502,-88.758793,-88.760793,"Jefferson","WI","United States",NA,NA
"1720","Kenosha, Wisconsin",-87.830375,42.622449,"locality","rooftop","Kenosha, Wisconsin",42.623449,42.621449,-87.829375,-87.831375,"Kenosha","WI","United States",NA,NA
"1721","Langlade, Wisconsin",-88.732329,45.18997,"locality","rooftop","Langlade, Wisconsin",45.19097,45.18897,-88.731329,-88.733329,"White Lake","WI","United States",NA,NA
"1722","Manitowoc, Wisconsin",-87.714403,44.109709,"locality","rooftop","Manitowoc, Wisconsin",44.110709,44.108709,-87.713403,-87.715403,"Manitowoc","WI","United States",NA,NA
"1723","Marathon, Wisconsin",-89.80077,44.875437,"locality","rooftop","Marathon, Wisconsin",44.876437,44.874437,-89.79977,-89.80177,"Marathon","WI","United States",NA,NA
"1724","Marinette, Wisconsin",-87.716311,45.086805,"locality","rooftop","Marinette, Wisconsin",45.087805,45.085805,-87.715311,-87.717311,"Marinette","WI","United States",NA,NA
"1725","Milwaukee, Wisconsin",-87.958409,43.011264,"locality","rooftop","Milwaukee, Wisconsin",43.012264,43.010264,-87.957409,-87.959409,"Milwaukee","WI","United States",NA,NA
"1726","Monroe, Wisconsin",-89.656994,42.612966,"locality","rooftop","Monroe, Wisconsin",42.613966,42.611966,-89.655994,-89.657994,"Monroe","WI","United States",NA,NA
"1727","Oneida, Wisconsin",-88.18288,44.4986,"locality","rooftop","Oneida, Wisconsin",44.4996,44.4976,-88.18188,-88.18388,"Oneida","WI","United States",NA,NA
"1728","Outagamie, Wisconsin",-88.911228,45.656073,"locality","rooftop","Outagamie, Wisconsin",45.657073,45.655073,-88.910228,-88.912228,"Argonne","WI","United States",NA,NA
"1729","Ozaukee, Wisconsin",-89.77096,43.62748,"locality","rooftop","Ozaukee, Wisconsin",43.62848,43.62648,-89.76996,-89.77196,"Wisconsin Dells","WI","United States",NA,NA
"1730","Pierce, Wisconsin",-89.827292,44.410097,"street_address","rooftop","Pierce, Wisconsin",44.411097,44.409097,-89.826292,-89.828292,"Wisconsin Rapids","WI","United States","501","Pierce St"
"1731","Polk, Wisconsin",-89.827294,44.410978,"street_address","rooftop","Polk, Wisconsin",44.411978,44.409978,-89.826294,-89.828294,"Wisconsin Rapids","WI","United States","501","Polk St"
"1732","Racine, Wisconsin",-87.675979,42.727153,"locality","rooftop","Racine, Wisconsin",42.728153,42.726153,-87.674979,-87.676979,"Racine","WI","United States",NA,NA
"1733","Richland, Wisconsin",-90.360498,43.31799,"street_address","rooftop","Richland, Wisconsin",43.31899,43.31699,-90.359498,-90.361498,"Richland Center","WI","United States","100","Richland Sq"
"1734","Rock, Wisconsin",-89.405058,45.603508,"street_address","rooftop","Rock, Wisconsin",45.604508,45.602508,-89.404058,-89.406058,"Rhinelander","WI","United States","5100","Rock Ln"
"1735","Shawano, Wisconsin",-88.664156,44.745058,"locality","rooftop","Shawano, Wisconsin",44.746058,44.744058,-88.663156,-88.665156,"Shawano","WI","United States",NA,NA
"1736","Sheboygan, Wisconsin",-87.735217,43.71011,"locality","rooftop","Sheboygan, Wisconsin",43.71111,43.70911,-87.734217,-87.736217,"Sheboygan","WI","United States",NA,NA
"1737","Vernon, Wisconsin",-88.911228,45.656073,"locality","rooftop","Vernon, Wisconsin",45.657073,45.655073,-88.910228,-88.912228,"Argonne","WI","United States",NA,NA
"1738","Walworth, Wisconsin",-88.597153,42.561543,"locality","rooftop","Walworth, Wisconsin",42.562543,42.560543,-88.596153,-88.598153,"Walworth","WI","United States",NA,NA
"1739","Waukesha, Wisconsin",-88.204676,43.022155,"locality","rooftop","Waukesha, Wisconsin",43.023155,43.021155,-88.203676,-88.205676,"Waukesha","WI","United States",NA,NA
"1740","Waupaca, Wisconsin",-89.08595,44.35803,"locality","rooftop","Waupaca, Wisconsin",44.35903,44.35703,-89.08495,-89.08695,"Waupaca","WI","United States",NA,NA
"1741","Winnebago, Wisconsin",-88.518469,44.075066,"locality","rooftop","Winnebago, Wisconsin",44.076066,44.074066,-88.517469,-88.519469,"Winnebago","WI","United States",NA,NA
"1742","Repressed, Wisconsin",-88.911228,45.656073,"locality","rooftop","Repressed, Wisconsin",45.657073,45.655073,-88.910228,-88.912228,"Argonne","WI","United States",NA,NA
"1743","Berkeley, West Virginia",-77.972754,39.456903,"locality","rooftop","Berkeley, West Virginia",39.457903,39.455903,-77.971754,-77.973754,"Martinsburg","WV","United States",NA,NA
"1744","Boone, West Virginia",-80.709668,38.774889,"street_address","rooftop","Boone, West Virginia",38.775889,38.773889,-80.708668,-80.710668,"Exchange","WV","United States","7200","Bonnie Rd"
"1745","Braxton, West Virginia",-79.896186,39.612892,"street_address","rooftop","Braxton, West Virginia",39.613892,39.611892,-79.895186,-79.897186,"Morgantown","WV","United States","1401","Brockton Dr"
"1746","Cabell, West Virginia",-79.863047,39.636727,"street_address","rooftop","Cabell, West Virginia",39.637727,39.635727,-79.862047,-79.864047,"Morgantown","WV","United States","2","Cable Ln"
"1747","Calhoun, West Virginia",-79.943818,39.649954,"locality","rooftop","Calhoun, West Virginia",39.650954,39.648954,-79.942818,-79.944818,"Morgantown","WV","United States",NA,NA
"1748","Clay, West Virginia",-81.080031,38.467298,"locality","rooftop","Clay, West Virginia",38.468298,38.466298,-81.079031,-81.081031,"Clay","WV","United States",NA,NA
"1749","Fayette, West Virginia",-79.956578,39.63187,"street_address","rooftop","Fayette, West Virginia",39.63287,39.63087,-79.955578,-79.957578,"Morgantown","WV","United States","101","Fayette St"
"1750","Grant, West Virginia",-79.953665,39.617863,"street_address","rooftop","Grant, West Virginia",39.618863,39.616863,-79.952665,-79.954665,"Morgantown","WV","United States","978","Grand St"
"1751","Greenbrier, West Virginia",-81.188859,37.780787,"street_address","rooftop","Greenbrier, West Virginia",37.781787,37.779787,-81.187859,-81.189859,"Beckley","WV","United States","101","Greenbrier Ct"
"1752","Hancock, West Virginia",-79.943818,39.649954,"locality","rooftop","Hancock, West Virginia",39.650954,39.648954,-79.942818,-79.944818,"Morgantown","WV","United States",NA,NA
"1753","Harrison, West Virginia",-80.953438,38.512879,"locality","rooftop","Harrison, West Virginia",38.513879,38.511879,-80.952438,-80.954438,"Harrison","WV","United States",NA,NA
"1754","Jefferson, West Virginia",-81.780406,38.375372,"locality","rooftop","Jefferson, West Virginia",38.376372,38.374372,-81.779406,-81.781406,"Saint Albans","WV","United States",NA,NA
"1755","Kanawha, West Virginia",-81.460121,39.198965,"locality","rooftop","Kanawha, West Virginia",39.199965,39.197965,-81.459121,-81.461121,"Davisville","WV","United States",NA,NA
"1756","Lincoln, West Virginia",-80.133766,39.472285,"street_address","rooftop","Lincoln, West Virginia",39.473285,39.471285,-80.132766,-80.134766,"Fairmont","WV","United States","301","Lincoln St"
"1757","Logan, West Virginia",-81.99346,37.84871,"locality","rooftop","Logan, West Virginia",37.84971,37.84771,-81.99246,-81.99446,"Logan","WV","United States",NA,NA
"1758","McDowell, West Virginia",-81.38038,37.402893,"locality","rooftop","McDowell, West Virginia",37.403893,37.401893,-81.37938,-81.38138,"Ashland","WV","United States",NA,NA
"1759","Marion, West Virginia",-79.948303,39.63046,"street_address","rooftop","Marion, West Virginia",39.63146,39.62946,-79.947303,-79.949303,"Morgantown","WV","United States","2","Marion St"
"1760","Marshall, West Virginia",-81.535957,38.824808,"locality","rooftop","Marshall, West Virginia",38.825808,38.823808,-81.534957,-81.536957,"Dukes","WV","United States",NA,NA
"1761","Mason, West Virginia",-82.02903,39.02174,"locality","rooftop","Mason, West Virginia",39.02274,39.02074,-82.02803,-82.03003,"Mason","WV","United States",NA,NA
"1762","Mercer, West Virginia",-79.943818,39.649954,"locality","rooftop","Mercer, West Virginia",39.650954,39.648954,-79.942818,-79.944818,"Morgantown","WV","United States",NA,NA
"1763","Mingo, West Virginia",-80.054234,38.498725,"locality","rooftop","Mingo, West Virginia",38.499725,38.497725,-80.053234,-80.055234,"Valley Head","WV","United States",NA,NA
"1764","Monongalia, West Virginia",-79.947024,39.629819,"street_address","rooftop","Monongalia, West Virginia",39.630819,39.628819,-79.946024,-79.948024,"Morgantown","WV","United States","500","Monongalia Ave"
"1765","Nicholas, West Virginia",-80.147362,39.459385,"street_address","rooftop","Nicholas, West Virginia",39.460385,39.458385,-80.146362,-80.148362,"Fairmont","WV","United States","100","Nichols St"
"1766","Ohio, West Virginia",-79.966141,39.613279,"street_address","rooftop","Ohio, West Virginia",39.614279,39.612279,-79.965141,-79.967141,"Morgantown","WV","United States","701","Ohio Ave"
"1767","Pocahontas, West Virginia",-79.972549,39.654802,"street_address","rooftop","Pocahontas, West Virginia",39.655802,39.653802,-79.971549,-79.973549,"Morgantown","WV","United States","401","Pocahontas Ave"
"1768","Putnam, West Virginia",-79.931992,39.63223,"street_address","rooftop","Putnam, West Virginia",39.63323,39.63123,-79.930992,-79.932992,"Morgantown","WV","United States","101","Putnam St"
"1769","Raleigh, West Virginia",-79.976489,39.636213,"street_address","rooftop","Raleigh, West Virginia",39.637213,39.635213,-79.975489,-79.977489,"Morgantown","WV","United States","2","Raleigh Pl"
"1770","Randolph, West Virginia",-79.948529,39.645227,"street_address","rooftop","Randolph, West Virginia",39.646227,39.644227,-79.947529,-79.949529,"Morgantown","WV","United States","201","Randolph Rd"
"1771","Ritchie, West Virginia",-80.106279,39.483956,"street_address","rooftop","Ritchie, West Virginia",39.484956,39.482956,-80.105279,-80.107279,"Fairmont","WV","United States","2","Ritchie Ave"
"1772","Roane, West Virginia",-80.864879,38.151802,"street_address","rooftop","Roane, West Virginia",38.152802,38.150802,-80.863879,-80.865879,"Mount Nebo","WV","United States","509","Runa Rd"
"1773","Summers, West Virginia",-80.828716,39.157585,"locality","rooftop","Summers, West Virginia",39.158585,39.156585,-80.827716,-80.829716,"Joy","WV","United States",NA,NA
"1774","Upshur, West Virginia",-79.943818,39.649954,"locality","rooftop","Upshur, West Virginia",39.650954,39.648954,-79.942818,-79.944818,"Morgantown","WV","United States",NA,NA
"1775","Wayne, West Virginia",-82.418862,38.222206,"locality","rooftop","Wayne, West Virginia",38.223206,38.221206,-82.417862,-82.419862,"Wayne","WV","United States",NA,NA
"1776","Webster, West Virginia",-80.045357,39.29676,"locality","rooftop","Webster, West Virginia",39.29776,39.29576,-80.044357,-80.046357,"Grafton","WV","United States",NA,NA
"1777","Wirt, West Virginia",-81.429991,38.217515,"street_address","rooftop","Wirt, West Virginia",38.218515,38.216515,-81.428991,-81.430991,"Cedar Grove","WV","United States","301","E Ward St"
"1778","Wood, West Virginia",-80.134115,39.476225,"street_address","rooftop","Wood, West Virginia",39.477225,39.475225,-80.133115,-80.135115,"Fairmont","WV","United States","301","Wood St"
"1779","Wyoming, West Virginia",-81.610269,37.593824,"locality","rooftop","Wyoming, West Virginia",37.594824,37.592824,-81.609269,-81.611269,"Wyoming","WV","United States",NA,NA
"1780","Albany, Wyoming",-106.131957,41.18414,"locality","rooftop","Albany, Wyoming",41.18514,41.18314,-106.130957,-106.132957,"Laramie","WY","United States",NA,NA
"1781","Campbell, Wyoming",-104.792718,41.134824,"street_address","rooftop","Campbell, Wyoming",41.135824,41.133824,-104.791718,-104.793718,"Cheyenne","WY","United States","1001","Campbell Ave"
"1782","Carbon, Wyoming",-104.791392,41.135718,"street_address","rooftop","Carbon, Wyoming",41.136718,41.134718,-104.790392,-104.792392,"Cheyenne","WY","United States","1101","Carbon Ave"
"1783","Converse, Wyoming",-104.790309,41.132905,"street_address","rooftop","Converse, Wyoming",41.133905,41.131905,-104.789309,-104.791309,"Cheyenne","WY","United States","801","Converse Ave"
"1784","Crook, Wyoming",-104.789074,41.132863,"street_address","rooftop","Crook, Wyoming",41.133863,41.131863,-104.788074,-104.790074,"Cheyenne","WY","United States","801","Crook Ave"
"1785","Fremont, Wyoming",-104.787818,41.13286,"street_address","rooftop","Fremont, Wyoming",41.13386,41.13186,-104.786818,-104.788818,"Cheyenne","WY","United States","801","Fremont Ave"
"1786","Laramie, Wyoming",-105.801022,41.43902,"locality","rooftop","Laramie, Wyoming",41.44002,41.43802,-105.800022,-105.802022,"Laramie","WY","United States",NA,NA
"1787","Lincoln, Wyoming",-105.623311,41.314727,"street_address","rooftop","Lincoln, Wyoming",41.315727,41.313727,-105.622311,-105.624311,"Laramie","WY","United States","201","Lincoln St"
"1788","Natrona, Wyoming",-106.80922,43.02969,"locality","rooftop","Natrona, Wyoming",43.03069,43.02869,-106.80822,-106.81022,"Natrona","WY","United States",NA,NA
"1789","Park, Wyoming",-106.200884,41.095599,"street_address","rooftop","Park, Wyoming",41.096599,41.094599,-106.199884,-106.201884,"Laramie","WY","United States","2","Park Dr"
